customer_id,recency,frequency,monetary,segment,churn_risk
34277,115,4,1413.49,Particular,0.31
34278,955,2,496.68,Particular,0.808
34279,8,4,798.0899999999999,Profesional,0.125
34280,324,3,870.33,Particular,0.249
34281,302,4,1138.74,Profesional,0.439
34282,1176,1,380.48,Profesional,0.879
34283,692,5,1309.88,Particular,0.284
34284,504,3,353.19,Particular,0.844
34285,472,5,611.59,Particular,0.102
34286,304,6,1290.05,Profesional,0.174
34287,114,6,933.39,Particular,0.158
34288,277,6,1970.65,Particular,0.613
34289,102,6,1702.58,Profesional,0.389
34290,103,3,521.89,Particular,0.863
34291,75,3,414.77,Particular,0.486
34292,276,7,1580.78,Particular,0.838
34293,2,6,2295.17,Particular,0.24
34294,112,11,3210.11,Particular,0.931
34295,14,4,1009.89,Profesional,0.635
34296,324,3,566.88,Particular,0.506
34297,444,2,386.43,Particular,0.609
34298,451,5,741.92,Particular,0.917
34299,11,10,2529.52,Profesional,0.343
34300,398,5,1336.14,Profesional,0.246
34301,340,2,369.9,Particular,0.245
34302,459,4,1088.4,Particular,0.973
34303,245,7,2311.96,Profesional,0.337
34304,837,4,919.4200000000001,Particular,0.884
34305,14,5,1600.97,Particular,0.137
34306,108,3,639.8399999999999,Particular,0.431
34307,359,2,538.28,Particular,0.619
34308,194,3,833.52,Particular,0.964
34309,582,4,1127.99,Profesional,0.677
34310,88,3,679.32,Particular,0.002
34311,128,1,381.43,Particular,0.76
34312,172,5,1291.77,Particular,0.65
34313,68,5,1732.06,Particular,0.185
34314,44,6,1266.6200000000001,Particular,0.62
34315,473,1,408.41,Particular,0.926
34316,166,6,1858.81,Particular,0.005
34317,271,3,536.0899999999999,Particular,0.974
34318,106,3,937.0,Particular,0.296
34319,63,5,1881.0600000000002,Empresa,0.608
34320,1029,3,1043.99,Particular,0.278
34321,292,3,1179.7,Profesional,0.731
34322,876,1,105.35,Particular,0.516
34323,616,3,698.26,Particular,0.263
34324,153,3,947.53,Particular,0.503
34326,213,5,996.24,Particular,0.25
34327,5,3,723.87,Particular,0.593
34328,34,6,1583.14,Particular,0.638
34329,59,4,1494.58,Particular,0.14
34330,289,7,1534.01,Particular,0.929
34331,205,3,902.5799999999999,Particular,0.007
34332,116,5,1052.98,Particular,0.277
34333,320,4,1223.0300000000002,Profesional,0.343
34334,635,5,1211.25,Particular,0.066
34335,691,4,1326.27,Particular,0.09
34336,616,4,765.2,Profesional,0.847
34337,64,6,1729.71,Particular,0.362
34338,207,2,390.6,Particular,0.365
34339,269,4,1484.05,Empresa,0.689
34340,140,7,1869.6999999999998,Particular,0.724
34341,72,5,1327.85,Particular,0.708
34342,117,8,1830.48,Particular,0.469
34343,281,4,1363.23,Particular,0.707
34344,33,6,1278.63,Empresa,0.924
34345,24,7,1773.47,Particular,0.135
34346,378,5,1561.6100000000001,Particular,0.575
34347,348,2,543.11,Particular,0.879
34348,349,2,349.37,Particular,0.966
34349,83,3,520.95,Particular,0.088
34350,45,1,376.87,Empresa,0.95
34351,129,7,1784.8700000000001,Profesional,0.726
34352,72,2,521.5799999999999,Particular,0.725
34353,144,5,1199.77,Particular,0.148
34354,276,4,1018.11,Particular,0.576
34355,599,3,1207.71,Particular,0.359
34356,296,4,708.7299999999999,Particular,0.586
34357,274,6,1404.48,Profesional,0.737
34358,182,3,948.48,Particular,0.183
34359,106,9,1613.8500000000001,Profesional,0.153
34360,172,6,1657.75,Particular,0.357
34361,56,4,1829.89,Profesional,0.642
34362,251,6,1618.28,Particular,0.674
34363,805,2,936.24,Profesional,0.609
34364,163,2,532.3299999999999,Particular,0.849
34365,215,4,1416.05,Empresa,0.735
34366,599,6,1563.19,Profesional,0.505
34367,166,7,1748.84,Profesional,0.483
34368,383,3,818.45,Particular,0.798
34369,316,7,1782.32,Particular,0.884
34371,209,5,816.0799999999999,Particular,0.496
34372,77,4,884.24,Profesional,0.579
34373,466,2,706.44,Particular,0.786
34374,37,6,1571.54,Particular,0.579
34375,206,4,1053.56,Particular,0.225
34376,438,2,778.3199999999999,Particular,0.887
34377,747,2,811.5699999999999,Particular,0.493
34378,307,2,520.6,Particular,0.982
34379,6,6,2025.4499999999998,Particular,0.553
34380,109,5,1277.61,Particular,0.387
34381,8,3,643.35,Particular,0.213
34382,398,3,901.96,Profesional,0.345
34383,145,2,550.1800000000001,Empresa,0.221
34384,220,6,863.26,Particular,0.922
34385,723,3,795.94,Particular,0.6
34386,51,8,2271.77,Particular,0.82
34387,152,4,988.81,Profesional,0.208
34388,395,4,921.5500000000001,Particular,0.062
34389,1,5,1758.49,Particular,0.419
34390,118,5,1730.57,Profesional,0.936
34391,1049,2,431.59000000000003,Profesional,0.113
34392,505,3,1265.1399999999999,Profesional,0.789
34393,285,5,1339.92,Profesional,0.059
34394,1112,3,997.9,Profesional,0.165
34395,27,6,1838.6100000000001,Profesional,0.73
34396,9,6,1642.17,Particular,0.211
34397,168,4,1150.77,Empresa,0.022
34398,125,5,1495.81,Profesional,0.219
34399,1105,1,209.66,Particular,0.733
34400,358,2,605.04,Particular,0.532
34401,243,4,1388.8500000000001,Particular,0.547
34402,1034,1,229.88,Particular,0.41
34403,90,6,1291.1999999999998,Profesional,0.146
34404,755,3,679.09,Particular,0.216
34405,79,6,1483.3400000000001,Profesional,0.185
34406,203,7,1590.95,Particular,0.707
34407,764,4,1203.71,Particular,0.847
34408,34,3,937.62,Profesional,0.238
34409,3,3,502.78000000000003,Particular,0.173
34410,637,3,981.4000000000001,Profesional,0.252
34411,15,3,663.7099999999999,Particular,0.939
34412,257,1,542.45,Profesional,0.214
34413,640,3,661.3,Particular,0.69
34414,703,3,900.58,Particular,0.117
34415,317,5,919.3199999999999,Profesional,0.66
34416,594,2,728.15,Particular,0.245
34417,24,3,882.34,Profesional,0.837
34418,674,2,450.89,Profesional,0.023
34419,38,1,94.73,Particular,0.5
34420,725,4,1128.63,Particular,0.663
34421,2,8,1950.73,Particular,0.744
34422,318,3,1113.34,Particular,0.9
34423,149,4,995.9200000000001,Particular,0.626
34424,333,3,993.6899999999999,Particular,0.129
34425,501,2,370.26,Empresa,0.724
34426,347,4,1158.44,Particular,0.528
34427,243,7,2807.01,Particular,0.1
34428,785,6,1943.0,Particular,0.14
34429,51,5,1473.38,Particular,0.828
34430,110,5,1189.83,Profesional,0.566
34431,610,3,708.46,Particular,0.158
34432,934,3,1175.8600000000001,Profesional,0.788
34433,598,2,737.87,Particular,0.586
34434,120,7,1626.88,Particular,0.167
34435,239,4,1310.74,Profesional,0.45
34436,340,1,105.79,Profesional,0.929
34437,546,4,1061.18,Profesional,0.751
34438,420,7,1635.03,Particular,0.387
34439,1195,1,249.62,Particular,0.005
34440,26,7,1889.17,Particular,0.226
34441,765,1,45.82,Particular,0.181
34442,118,3,503.98999999999995,Particular,0.378
34443,366,5,1501.21,Profesional,0.883
34444,369,4,1207.44,Particular,0.18
34445,180,6,1367.08,Particular,0.05
34446,76,8,1910.73,Particular,0.131
34447,47,6,1158.6499999999999,Particular,0.446
34448,39,3,1183.55,Particular,0.067
34449,782,3,1059.7,Profesional,0.557
34450,75,3,311.69,Empresa,0.274
34451,146,3,760.0,Particular,0.375
34452,1153,1,352.08,Particular,0.156
34453,21,3,974.02,Profesional,0.746
34454,298,5,1645.52,Particular,0.381
34455,237,6,1246.03,Particular,0.115
34456,507,4,1276.26,Particular,0.362
34457,697,2,287.12,Particular,0.984
34458,319,2,244.18,Profesional,0.714
34459,96,1,104.95,Profesional,0.869
34460,17,3,745.4,Particular,0.892
34461,166,7,1782.24,Particular,0.549
34462,474,4,1131.04,Particular,0.557
34463,231,6,2100.21,Particular,0.907
34464,937,4,1003.86,Profesional,0.873
34465,97,3,1101.16,Particular,0.716
34466,349,5,1726.28,Particular,0.822
34467,2,6,1189.1100000000001,Particular,0.741
34468,364,5,1289.4099999999999,Particular,0.308
34469,368,3,568.1600000000001,Particular,0.121
34470,87,4,1059.02,Particular,0.717
34471,118,3,796.9000000000001,Profesional,0.906
34472,34,4,935.5699999999999,Particular,0.979
34473,754,4,1319.56,Particular,0.049
34474,202,2,854.19,Profesional,0.637
34475,375,3,371.03,Profesional,0.617
34476,322,9,1817.81,Particular,0.369
34478,93,7,2316.22,Profesional,0.456
34479,486,3,602.44,Particular,0.925
34482,684,4,1376.62,Profesional,0.673
34483,167,2,529.02,Particular,0.286
34484,310,4,1172.5700000000002,Profesional,0.056
34485,47,5,1774.28,Particular,0.801
34486,1330,1,298.69,Particular,0.325
34487,72,4,967.65,Particular,0.992
34488,439,3,915.8800000000001,Particular,0.312
34489,236,1,105.56,Empresa,0.556
34491,653,3,685.8299999999999,Particular,0.533
34492,493,3,963.56,Particular,0.265
34493,247,3,901.05,Particular,0.682
34494,437,7,1772.72,Particular,0.028
34495,285,4,968.67,Particular,0.699
34496,438,4,966.66,Particular,0.518
34497,75,2,567.89,Profesional,0.38
34498,181,4,781.72,Profesional,0.065
34499,570,4,1140.08,Empresa,0.062
34500,42,4,547.74,Particular,0.792
34501,30,9,3164.02,Empresa,0.741
34502,520,2,541.19,Particular,0.466
34503,53,4,1739.73,Particular,0.007
34504,138,4,1297.12,Particular,0.813
34505,280,1,45.99,Particular,0.666
34506,610,2,747.3699999999999,Profesional,0.077
34507,107,2,611.09,Particular,0.277
34508,71,4,1287.25,Profesional,0.068
34509,318,6,1210.79,Particular,0.87
34510,370,1,99.56,Particular,0.504
34511,224,4,1670.43,Particular,0.374
34512,64,2,747.13,Particular,0.632
34513,207,3,1118.99,Empresa,0.746
34514,94,3,904.53,Particular,0.653
34515,103,8,1481.3,Particular,0.829
34516,29,6,2012.24,Particular,0.594
34517,120,4,1485.67,Particular,0.003
34518,160,3,1005.87,Particular,0.136
34519,483,5,1484.8000000000002,Profesional,0.867
34520,251,3,769.0,Particular,0.128
34521,210,6,2013.72,Particular,0.62
34522,371,3,812.64,Particular,0.206
34523,700,3,1093.19,Particular,0.96
34524,318,4,1348.24,Particular,0.225
34525,82,2,542.09,Profesional,0.362
34526,47,5,1104.4099999999999,Particular,0.774
34527,120,5,1834.24,Particular,0.658
34528,820,1,319.35,Profesional,0.322
34529,786,3,1269.15,Particular,0.698
34530,157,10,2617.95,Particular,0.98
34531,952,5,932.3900000000001,Particular,0.145
34532,25,3,957.9300000000001,Profesional,0.24
34533,66,5,1694.76,Particular,0.449
34534,155,5,854.28,Particular,0.313
34535,13,6,1719.1399999999999,Particular,0.317
34536,40,7,2504.16,Particular,0.429
34537,1374,1,327.57,Particular,0.79
34538,322,5,1447.08,Particular,0.357
34539,28,3,1301.72,Particular,0.257
34540,74,4,962.6700000000001,Profesional,0.551
34541,272,5,1339.12,Profesional,0.872
34542,111,2,469.99,Particular,0.699
34543,469,5,1358.55,Profesional,0.34
34544,131,5,1394.02,Particular,0.972
34545,410,2,400.04,Particular,0.691
34546,137,5,1145.64,Particular,0.138
34547,83,6,766.62,Particular,0.695
34548,387,4,1377.73,Particular,0.906
34549,421,3,892.3699999999999,Particular,0.473
34550,504,3,377.78000000000003,Profesional,0.729
34551,64,4,826.8,Particular,0.151
34552,616,5,1401.4,Particular,0.111
34553,410,4,1570.2,Profesional,0.628
34554,147,3,791.13,Particular,0.4
34555,27,8,2224.94,Particular,0.459
34556,126,5,1233.79,Particular,0.307
34557,79,4,1116.9499999999998,Profesional,0.456
34558,260,2,780.55,Particular,0.099
34559,596,1,464.83,Particular,0.108
34560,306,5,1254.73,Particular,0.444
34561,254,6,2003.9,Particular,0.453
34562,227,2,415.78000000000003,Profesional,0.871
34564,513,4,1088.48,Profesional,0.677
34565,913,3,943.02,Particular,0.303
34566,1023,2,894.0,Particular,0.308
34567,52,9,1998.63,Empresa,0.709
34568,50,6,1788.9499999999998,Particular,0.562
34569,595,3,924.02,Profesional,0.373
34571,485,4,1414.14,Profesional,0.844
34572,425,3,550.4,Profesional,0.746
34573,443,3,832.3199999999999,Empresa,0.935
34574,47,5,1302.21,Profesional,0.877
34575,2,5,1571.38,Particular,0.67
34576,451,7,2172.02,Particular,0.19
34577,386,6,1196.42,Profesional,0.362
34578,259,6,1411.1599999999999,Particular,0.555
34579,603,3,589.8100000000001,Particular,0.034
34580,308,6,867.73,Particular,0.681
34581,216,3,1329.78,Particular,0.98
34582,90,4,1211.21,Particular,0.828
34583,442,4,1000.27,Profesional,0.688
34584,354,4,877.72,Particular,0.678
34585,312,1,106.35,Particular,0.897
34587,132,6,1759.95,Profesional,0.447
34588,234,3,891.96,Particular,0.66
34589,161,4,825.12,Profesional,0.573
34590,136,4,1220.91,Particular,0.844
34591,4,3,1133.07,Profesional,0.366
34592,248,5,1488.3400000000001,Profesional,0.416
34593,393,7,2668.7,Empresa,0.249
34594,12,6,1658.86,Profesional,0.639
34595,144,4,887.21,Particular,0.39
34596,175,3,1183.33,Profesional,0.549
34597,352,6,1210.31,Particular,0.061
34598,446,4,579.62,Particular,0.704
34599,541,3,894.38,Particular,0.533
34600,128,4,1395.44,Particular,0.742
34601,10,3,1013.55,Profesional,0.25
34602,158,2,563.25,Particular,0.855
34603,76,6,2513.3999999999996,Particular,0.871
34604,278,2,732.37,Particular,0.437
34605,244,2,392.92999999999995,Particular,0.095
34606,129,5,1467.21,Particular,0.507
34607,463,3,479.47,Particular,0.647
34608,114,2,860.14,Empresa,0.599
34609,135,9,2790.12,Profesional,0.898
34610,145,9,3004.62,Particular,0.918
34611,187,4,809.5899999999999,Particular,0.622
34612,384,5,1697.03,Particular,0.642
34613,599,3,1103.42,Particular,0.13
34614,66,6,1392.69,Empresa,0.393
34615,308,5,1772.71,Particular,0.33
34616,338,7,1954.4099999999999,Particular,0.346
34617,1,5,1721.79,Particular,0.727
34618,511,3,427.41,Particular,0.488
34619,352,6,1992.36,Particular,0.503
34620,1265,2,428.79,Particular,0.248
34621,53,7,1893.29,Particular,0.167
34622,65,5,1226.85,Particular,0.409
34623,1204,2,200.22,Profesional,0.058
34624,872,2,666.47,Profesional,0.16
34625,454,9,2197.45,Profesional,0.819
34626,55,3,741.23,Profesional,0.437
34627,598,2,159.07,Profesional,0.976
34628,676,5,1441.92,Particular,0.004
34629,1249,1,469.86,Particular,0.921
34630,762,3,880.84,Particular,0.652
34631,1198,2,578.62,Particular,0.623
34632,246,5,1343.67,Particular,0.84
34633,52,6,1358.69,Particular,0.627
34634,803,1,380.95,Particular,0.035
34635,109,4,550.1899999999999,Particular,0.905
34636,358,7,1761.4299999999998,Particular,0.873
34637,247,4,1014.47,Profesional,0.52
34638,222,7,1693.31,Empresa,0.126
34639,445,2,683.78,Profesional,0.821
34640,20,6,1838.8,Profesional,0.53
34644,293,3,728.9200000000001,Particular,0.165
34645,348,5,1206.59,Particular,0.6
34646,21,7,2232.64,Profesional,0.267
34647,405,7,1496.44,Profesional,0.412
34648,596,2,313.07,Particular,0.241
34649,890,1,152.76,Empresa,0.783
34650,849,3,691.78,Particular,0.275
34651,57,5,1646.3899999999999,Particular,0.842
34652,63,4,1863.33,Particular,0.736
34653,143,3,655.48,Profesional,0.298
34654,184,3,1256.0,Particular,0.799
34655,66,5,1738.8,Profesional,0.319
34656,48,6,1921.47,Particular,0.407
34657,176,3,832.79,Particular,0.078
34658,289,3,964.25,Particular,0.569
34659,392,5,1086.56,Particular,0.816
34660,1352,1,319.89,Particular,0.623
34661,610,3,955.06,Particular,0.552
34662,169,6,1378.48,Profesional,0.898
34663,78,5,1566.75,Profesional,0.441
34664,68,5,1601.8600000000001,Particular,0.996
34665,429,5,1458.38,Particular,0.461
34666,470,4,1005.63,Particular,0.643
34667,41,2,463.5,Particular,0.046
34668,118,7,2337.11,Particular,0.699
34669,435,2,276.56,Particular,0.319
34670,68,4,1159.53,Profesional,0.128
34671,129,3,816.55,Profesional,0.148
34672,487,2,186.85999999999999,Particular,0.508
34673,19,3,904.71,Profesional,0.59
34674,7,6,1783.71,Particular,0.703
34675,317,2,651.3,Particular,0.446
34676,182,6,2151.29,Empresa,0.865
34677,535,4,1773.79,Particular,0.069
34678,27,11,2688.16,Particular,0.121
34679,119,9,2964.69,Particular,0.228
34680,204,6,857.01,Profesional,0.102
34681,84,8,2121.56,Profesional,0.756
34682,444,2,569.19,Particular,0.363
34683,83,6,2478.3900000000003,Profesional,0.604
34684,21,9,2646.72,Profesional,0.765
34685,4,3,943.74,Particular,0.547
34687,148,4,879.99,Particular,0.45
34688,1215,1,266.57,Particular,0.696
34689,30,4,701.75,Particular,0.53
34690,30,8,3063.4700000000003,Profesional,0.404
34691,497,6,1102.71,Profesional,0.618
34692,282,5,1170.16,Particular,0.962
34693,44,6,1478.58,Profesional,0.808
34694,250,8,2438.61,Profesional,0.447
34695,355,3,726.1600000000001,Particular,0.608
34696,301,5,671.42,Particular,0.391
34698,516,5,1474.5,Particular,0.734
34699,3,8,1309.25,Particular,0.838
34700,534,2,513.91,Particular,0.061
34701,1075,3,776.47,Profesional,0.165
34702,140,2,931.0999999999999,Particular,0.58
34703,970,2,714.3,Particular,0.704
34704,32,8,2658.0,Empresa,0.661
34705,311,4,1065.37,Profesional,0.25
34706,17,5,2225.7,Profesional,0.654
34707,217,4,1220.18,Particular,0.462
34708,1102,1,322.82,Particular,0.245
34709,93,5,1626.93,Particular,0.885
34710,709,4,1507.21,Particular,0.53
34711,1220,1,310.06,Particular,0.862
34712,570,4,1096.88,Particular,0.418
34713,1072,2,596.64,Empresa,0.633
34714,211,3,1302.92,Particular,0.817
34715,580,3,677.01,Particular,0.329
34716,325,2,503.53000000000003,Particular,0.858
34717,874,3,1261.69,Particular,0.352
34718,1398,1,456.5,Particular,0.202
34719,198,2,509.77,Profesional,0.74
34720,408,2,565.12,Particular,0.335
34721,304,4,1338.42,Particular,0.953
34722,422,4,997.56,Particular,0.804
34723,154,6,2007.71,Profesional,0.231
34724,511,4,1225.85,Empresa,0.987
34725,332,4,1036.4099999999999,Particular,0.364
34726,562,3,263.53999999999996,Particular,0.558
34727,560,5,2163.52,Particular,0.074
34728,73,8,2285.72,Profesional,0.042
34729,117,3,784.84,Particular,0.296
34730,161,8,1994.83,Profesional,0.012
34731,366,6,2250.16,Empresa,0.278
34732,1404,1,98.33,Particular,0.522
34733,475,3,376.32,Particular,0.691
34734,420,3,570.27,Particular,0.251
34735,1016,3,642.84,Particular,0.407
34736,182,3,879.63,Profesional,0.383
34737,575,3,912.96,Particular,0.328
34738,386,5,1413.1399999999999,Particular,0.389
34739,451,5,1362.36,Particular,0.488
34740,272,6,961.0600000000001,Particular,0.199
34741,306,5,1730.6,Particular,0.465
34742,63,5,840.76,Particular,0.26
34743,506,4,577.54,Particular,0.064
34744,749,3,281.65999999999997,Particular,0.214
34745,254,4,1116.21,Particular,0.934
34746,85,2,550.42,Empresa,0.505
34747,180,3,739.51,Profesional,0.983
34748,164,4,1288.8899999999999,Particular,0.225
34749,253,4,1126.11,Profesional,0.292
34750,59,3,875.35,Particular,0.64
34751,231,4,1100.6000000000001,Particular,0.355
34752,25,8,2367.37,Particular,0.361
34753,330,5,1319.8999999999999,Particular,0.844
34754,347,7,1493.77,Profesional,0.029
34755,193,6,1463.17,Particular,0.666
34756,410,3,713.47,Particular,0.88
34757,677,4,842.87,Particular,0.174
34758,413,4,1004.5600000000001,Profesional,0.403
34759,649,5,1286.91,Particular,0.809
34760,447,1,477.14,Particular,0.535
34761,1238,1,365.24,Profesional,0.358
34762,74,3,364.19,Particular,0.626
34763,82,5,900.11,Profesional,0.325
34765,576,3,801.5400000000001,Particular,0.145
34766,299,3,910.12,Particular,0.225
34767,77,4,1307.21,Empresa,0.015
34768,199,4,1568.09,Particular,0.184
34769,54,6,1699.3600000000001,Particular,0.131
34770,558,5,1432.99,Profesional,0.598
34771,247,8,1703.76,Particular,0.944
34772,200,8,2152.1800000000003,Particular,0.215
34773,425,3,1177.93,Profesional,0.129
34774,53,9,1684.03,Particular,0.535
34775,122,2,425.12,Profesional,0.181
34776,43,4,1346.0,Particular,0.542
34777,128,3,520.9200000000001,Profesional,0.504
34778,1334,1,93.53,Particular,0.019
34779,100,6,2027.8200000000002,Particular,0.964
34780,953,1,254.94,Particular,0.201
34781,986,2,387.94,Particular,0.895
34782,269,6,2130.56,Particular,0.383
34783,643,6,1652.69,Particular,0.158
34784,533,6,1377.57,Empresa,0.107
34785,187,4,830.5799999999999,Particular,0.511
34786,26,5,1737.42,Particular,0.362
34787,452,6,1589.87,Particular,0.918
34788,332,3,346.98,Empresa,0.201
34789,8,7,1763.52,Particular,0.724
34790,203,2,382.06,Profesional,0.186
34791,19,5,1073.78,Particular,0.872
34792,161,6,1940.77,Particular,0.51
34793,277,6,1055.52,Particular,0.831
34794,460,4,301.63,Particular,0.438
34795,117,4,686.69,Particular,0.175
34796,45,6,1368.25,Profesional,0.539
34797,178,6,1907.8,Particular,0.273
34798,15,5,1309.76,Particular,0.185
34799,68,2,382.96000000000004,Particular,0.904
34800,310,1,54.14,Particular,0.551
34801,66,5,1429.49,Particular,0.8
34802,329,4,1634.27,Particular,0.776
34803,155,7,1937.6799999999998,Particular,0.001
34804,63,6,1777.67,Particular,0.886
34805,300,1,164.82,Particular,0.773
34806,298,4,483.93,Particular,0.269
34807,168,6,1896.24,Particular,0.229
34808,71,3,146.11,Particular,0.057
34809,9,5,1107.06,Particular,0.092
34810,1452,1,199.81,Particular,0.195
34811,6,3,1063.95,Particular,0.003
34812,448,3,935.96,Particular,0.316
34813,112,5,1679.73,Profesional,0.922
34814,84,6,2036.4,Particular,0.555
34815,201,4,922.41,Particular,0.581
34816,21,7,2128.25,Particular,0.237
34817,71,6,1645.03,Particular,0.225
34818,486,4,495.78999999999996,Particular,0.367
34819,283,5,1512.81,Particular,0.262
34820,187,3,643.64,Particular,0.858
34821,14,7,1603.01,Profesional,0.177
34822,33,6,1203.1,Particular,0.675
34823,63,3,737.55,Particular,0.49
34824,388,1,211.34,Particular,0.677
34825,58,10,3088.5,Particular,0.835
34826,132,2,326.59000000000003,Profesional,0.341
34827,856,1,202.64,Particular,0.541
34828,656,3,1003.59,Particular,0.499
34829,413,6,1507.12,Profesional,0.373
34830,327,3,613.4300000000001,Particular,0.812
34831,156,5,1637.16,Empresa,0.01
34832,405,3,523.64,Particular,0.31
34833,52,4,455.34000000000003,Particular,0.832
34834,272,4,1087.9,Particular,0.872
34835,754,3,1328.35,Particular,0.694
34836,780,3,973.3100000000001,Particular,0.341
34837,78,7,1619.88,Profesional,0.822
34838,119,6,2042.98,Particular,0.084
34839,210,4,1030.83,Particular,0.265
34840,155,3,796.05,Particular,0.092
34841,33,5,992.6700000000001,Particular,0.11
34842,279,6,1519.6100000000001,Particular,0.593
34843,584,2,534.96,Particular,0.072
34844,1329,2,409.83000000000004,Particular,0.68
34845,566,2,522.88,Empresa,0.349
34846,289,4,1483.0700000000002,Particular,0.056
34847,228,2,488.04,Profesional,0.286
34848,89,5,1329.93,Particular,0.399
34849,142,6,2223.71,Particular,0.367
34850,19,5,1505.12,Particular,0.51
34851,362,5,1094.3700000000001,Profesional,0.503
34852,477,3,917.04,Particular,0.36
34853,303,2,547.26,Particular,0.899
34854,165,2,817.12,Particular,0.22
34855,170,2,702.75,Particular,0.34
34856,612,1,399.71,Profesional,0.554
34857,350,3,1122.33,Particular,0.245
34858,106,5,803.95,Particular,0.15
34859,604,6,1706.51,Particular,0.006
34860,350,6,2080.35,Particular,0.945
34861,164,4,1341.45,Profesional,0.784
34862,911,1,317.47,Profesional,0.889
34863,348,3,726.23,Particular,0.04
34864,408,6,1560.0900000000001,Particular,0.073
34865,140,9,1860.0,Particular,0.552
34866,493,3,708.07,Particular,0.023
34867,486,3,1047.6399999999999,Particular,0.271
34868,28,2,395.20000000000005,Particular,0.973
34869,67,4,1466.1399999999999,Particular,0.357
34870,189,4,1063.76,Profesional,0.979
34871,165,5,1470.6399999999999,Particular,0.119
34872,501,5,1629.19,Particular,0.385
34873,150,3,814.3100000000001,Profesional,0.006
34874,244,3,1175.28,Particular,0.592
34875,479,4,1825.74,Empresa,0.342
34876,142,7,2664.06,Particular,0.504
34877,27,9,2233.52,Profesional,0.795
34878,1059,2,390.90999999999997,Profesional,0.551
34879,83,5,1601.94,Particular,0.665
34880,196,7,1788.61,Particular,0.472
34881,208,2,676.31,Particular,0.748
34882,105,6,1814.79,Particular,0.603
34883,105,5,932.06,Particular,0.866
34884,318,5,2225.59,Particular,0.756
34885,1,8,2855.31,Particular,0.232
34886,384,7,1919.9,Particular,0.524
34887,643,5,1197.9,Particular,0.875
34888,471,3,886.8399999999999,Particular,0.859
34889,118,5,1063.15,Particular,0.477
34890,374,3,1076.82,Profesional,0.314
34891,117,4,911.1499999999999,Particular,0.211
34892,307,5,1396.3799999999999,Particular,0.194
34893,6,2,470.68,Empresa,0.144
34894,455,3,845.9399999999999,Particular,1.0
34895,2,2,466.67,Profesional,0.663
34896,151,3,894.74,Particular,0.315
34897,795,2,909.25,Particular,0.293
34898,266,7,2414.3,Particular,0.305
34899,263,7,1716.29,Empresa,0.872
34900,387,1,392.81,Profesional,0.513
34901,329,3,843.6600000000001,Particular,0.271
34902,313,6,1885.1,Particular,0.798
34903,394,2,548.85,Particular,0.75
34904,571,3,908.9200000000001,Particular,0.468
34905,56,1,515.33,Particular,0.689
34906,52,3,747.27,Profesional,0.738
34907,243,7,2107.26,Particular,0.05
34908,55,4,685.2,Particular,0.876
34909,545,4,1156.19,Particular,0.287
34910,61,3,1144.06,Particular,0.981
34911,404,2,399.68,Particular,0.908
34912,54,5,1453.9099999999999,Particular,0.019
34913,64,3,1160.31,Particular,0.621
34914,570,4,700.25,Profesional,0.965
34915,9,6,1863.53,Particular,0.565
34916,261,4,1066.35,Particular,0.616
34917,428,5,1512.14,Particular,0.931
34918,799,1,219.45,Particular,0.573
34919,16,3,417.5,Particular,0.244
34920,343,9,2213.85,Particular,0.46
34921,422,2,606.17,Profesional,0.35
34922,19,4,1190.05,Particular,0.167
34923,45,5,1492.4499999999998,Particular,0.214
34924,462,4,1335.0,Particular,0.061
34925,222,5,1268.83,Profesional,0.169
34926,333,5,1547.82,Particular,0.259
34927,180,5,1165.84,Profesional,0.758
34928,247,4,921.9100000000001,Particular,0.366
34929,287,4,1154.67,Particular,0.691
34930,501,2,348.45000000000005,Profesional,0.996
34931,231,3,789.85,Particular,0.582
34932,15,3,561.93,Particular,0.614
34933,86,2,307.04999999999995,Particular,0.552
34934,347,6,1944.85,Particular,0.396
34935,411,3,1066.53,Profesional,0.186
34936,400,3,1207.72,Particular,0.978
34937,140,5,1632.3400000000001,Particular,0.478
34938,346,3,812.4,Particular,0.936
34939,494,5,1531.07,Particular,0.26
34940,154,6,1330.56,Profesional,0.109
34941,20,13,3613.39,Profesional,0.637
34942,301,3,196.43,Particular,0.851
34943,154,6,1687.9,Profesional,0.662
34944,599,3,680.83,Particular,0.743
34945,42,7,1963.02,Particular,0.608
34946,16,4,1407.35,Particular,0.746
34947,284,5,1696.22,Particular,0.344
34948,226,3,663.89,Profesional,0.389
34949,95,3,440.89,Particular,0.78
34950,206,6,1342.32,Particular,0.801
34951,46,2,596.7,Profesional,0.083
34952,447,5,1369.47,Particular,0.017
34953,575,2,440.93000000000006,Particular,0.667
34954,126,6,1341.95,Particular,0.084
34955,345,10,2301.49,Profesional,0.171
34956,215,5,1801.46,Empresa,0.197
34957,52,5,1479.8600000000001,Particular,0.509
34958,259,8,1866.87,Profesional,0.201
34959,351,7,2389.96,Profesional,0.181
34960,513,4,1443.86,Particular,0.011
34961,207,3,777.87,Particular,0.767
34962,747,4,1439.2,Particular,0.136
34963,189,5,1719.13,Particular,0.569
34964,277,3,555.94,Profesional,0.3
34965,70,2,496.54999999999995,Profesional,0.183
34967,63,2,425.90000000000003,Profesional,0.257
34968,285,8,2287.62,Particular,0.433
34969,694,3,872.44,Particular,0.69
